skill_name,cluster_id,cluster_size
recommend telecommunication equipment to customers,8622,1
supervise projects for the conservation of heritage buildings,4310,1
prepare specialised meat products,2272,4
inspect water wells,4311,1
maintain aquaculture treatment records,4312,1
eclipse (integrated development environment software),4700,1
define measurable marketing objectives,3613,1
monitor developments in field of expertise,4314,1
conduct educational activities,2431,2
inland waterway ship building,2130,1
make an inventory of fixtures,4315,1
design well paths,2353,2
conduct psychotherapy risk assessments,4330,1
tend drying equipment,8638,1
cardiology,4318,1
backbox (penetration testing tool),8640,1
serve beverages,214,3
negotiate price,4320,1
types of music therapies,4116,1
horse racing regulation,4321,1
communicate by telephone,4992,1
determine loan conditions,8646,1
train security officers,3716,1
organise facility activities,3664,1
neoplasia,8696,1
object-oriented modelling,5133,1
use maritime english,4979,1
ensure ambulance roadworthiness,4017,1
monitor drilling fluid,3834,1
usability engineering,3028,1
biomarkers,5173,1
assist families in crisis situations,4328,1
restore art using scientific methods,2641,1
ensure safe loading of goods according to stowage plan,4329,1
use sheet metal shears,4427,1
strategies for handling cases of elder abuse,8704,1
information architecture,2771,1
ict network simulation,3496,1
design space for religious needs,8707,1
support nurses,8667,1
visit manufacturers,2741,2
tend chain making machine,6135,1
communicate with banking professionals,8671,1
compile reservoir performance plans,6848,1
communicate mooring plans,4336,1
variety of apples,3960,1
cut photographic film,2010,1
secure the liner,2528,1
identify processes for re-engineering,4338,1
separate metals from ores,3982,1
identify new business opportunities,4339,1
tend pyrotechnics drying room,4337,1
control the performance of the vehicle,3144,1
pharmaceutical legislation,2984,3
merchandising techniques,5699,1
repair lenses,2170,1
organise relapse prevention,8717,1
modify casts for prostheses,1936,1
master disc manufacturing,4335,1
european structural and investment funds regulations,5709,1
principles of artificial intelligence,4344,1
handle multiple orders simultaneously,2171,1
oversee freight-related financial documentation,2691,1
hear legal arguments,1661,2
inspect agricultural fields,4324,1
stimulate creativity in the team,7140,1
maintain relationships with doctors,8734,1
tend to elderly people,4347,1
statistical quality control,4348,1
operate video equipment,2173,1
ensure coquille uniformity,9253,1
follow recycling collection schedules,3004,1
lay stones,3426,1
wort fining process,4564,1
post-process stone workpiece,3315,1
supervise data entry,4351,1
explain bingo rules,2857,1
create prototype of user experience solutions,4352,1
perform microbiological analysis in food,8708,1
analyse granulated mixture,8997,1
consider ergonomic aspects of urban transportation,1946,1
apply spray foam insulation,8710,1
train staff in navigational requirements,3975,1
operate collating machine,8748,1
surgery,4356,1
position base plates,5060,1
handle hot limestone,5981,1
battery design,4358,1
communicate with tenants,2379,1
monitor heavy machinery,4359,1
geostationary satellites,7148,1
manage routine waste,7185,1
carpentry,8721,1
dermapathology,2252,3
adjust bag inside tyres,8724,1
set-up drum for rubber,4361,1
operate file for deburring,4362,1
mechanics,1297,2
identify external risks to bridge integrity,8728,1
contribute to the advancements in specialised nursing care,4038,2
write occitan,1838,2
coordinate with other emergency services,4364,1
manage sub-contract labour,3248,1
editorial standards,8736,1
swimming pool safety guidelines,4366,1
expert services in clinical psychology,2182,1
fighting fires at aquaculture facilities,4718,1
use ballasts,2523,1
develop outreach training plans,6528,1
natural areas maintenance,2141,2
draft legislation,3643,2
clean vehicle engine,2124,1
breed sheep,9097,1
automation technology,4370,1
create criminal profiles,2184,1
commodities in maritime transportation,6966,1
repair power tools,3355,1
read checked baggage tags,8787,1
screw types,8750,1
manage casino,2678,4
use food cutting tools,8751,1
control minor maintenance,8752,1
rinse glass,4373,1
types of electronics,4376,1
thermal treatment,4991,1
report on voting process,7514,1
pour mix into rubber pouches,3932,1
manage temporary ict networks for live performance,6985,1
manage third-party logistics providers,8759,1
plan allocation of space,2372,1
customer insight,8762,1
present publishing plan,4380,1
stock the bar,5828,1
use localisation tools,4381,1
identify policy breach,5602,1
admit basic metals to furnace,4382,1
select visitor routes,5251,1
provide in-home support for disabled individuals,2529,1
maintain personal development in psychotherapy,4384,1
utilise economies of scale in projects,4401,1
organic chemistry,3687,1
preserve meaning of original speech,4771,1
operate carpet centrifugal machine,8774,1
pellet standards,8783,1
provide advertisement samples,4387,1
coordinate drilling,5996,1
process loyalty schemes,2928,1
types of cylindrical grinding processes,4389,1
operation of different engines,6064,1
use colour printing programs,4388,1
obtain stage weapon permits,8782,1
teach train driving principles,4391,1
prepare building permit applications,2543,1
consult with industry professionals,8786,1
community-based rehabilitation,4392,1
analyse latex samples,8781,1
sandcarving,8771,1
use rope access techniques,8790,1
select mould types,8338,1
record data from biomedical tests,6824,1
control animal movement,2692,1
contribute to the safeguarding of children,4645,1
georgian,8796,1
manage allocation of flight resources,4396,1
search engine optimisation,3090,2
do cloud refactoring,4573,1
ensure no harmful effects on feed additives,6682,2
prepare audit schemes for ships,4400,1
adjust paper cutter,2498,2
value-added tax law,8797,1
maintain blocking notes,4925,1
drive chipper truck,2199,1
prevent pipeline deterioration,4906,1
design customised maps,2625,1
monitor billing procedures,3406,1
operate cremation equipment,1197,2
nurse trees,2121,1
fasten wood reinforcing strips to vessel components,5649,1
interpret business information,3547,1
detect malfunctions in engines,3166,2
apply decision making within social work,8814,1
"sugar, chocolate and sugar confectionery products",4406,1
install falsework,6367,1
engineering processes,8816,1
waste and scrap products,2666,1
develop international cooperation strategies,8818,1
manage contract disputes,1345,1
conduct aviation fuel servicing operations,3399,1
place orders for computer products,3231,1
assess students,3795,1
safeguard bank reputation,9072,1
rack wines,5556,1
cook meat dishes,5509,1
use sustainable materials and components,1198,4
constitutional law,7630,1
coordinate technological activities,4413,1
maintain anaesthetic machinery,5056,1
identify electronic signals,8226,1
develop policies on religion-related matters,4412,1
manage key performance indicators of call centres,8914,1
use instruments for food measurement,8833,1
provide assistance to lecturer,2206,1
develop defence policies,6198,1
use waterway traffic control systems,4417,1
microeconomics,4619,2
legal use-of-force,4416,1
conduct analysis of ship data,8840,1
inspect cargo,4420,1
liaise with mine professionals,8843,1
teach philosophy,6393,1
perform reconstructive microsurgery,5183,1
create documented procedures,4657,1
clean off fouling,8864,1
create risk maps,8850,1
supervise pharmaceutical staff,9085,1
provide information on geological characteristics,4424,1
secure ships using rope,4421,1
supervise horticultural crews,8547,1
install metal gas piping,4466,1
accounting,2213,1
inspect asphalt,3495,1
manage moisture of seeds,5378,1
good governance,6472,1
software components libraries,6066,1
conserve new media,9267,1
plan construction of houses,8848,1
types of rotating equipment,8862,1
remove excess glue,3286,1
moor vessels,4431,1
tend deburring machine,2065,1
conduct soil sample tests,7612,1
manage environmental aspects of inland waterway transportation,8868,1
provide power connection from bus bars,4451,1
forecast workload,9300,1
check quality of enamel,4433,1
synchronise pumphouse activities,8908,1
maintain kitchen equipment at correct temperature,8870,1
evaluate benefit plans,4435,1
plan patient menus,2525,2
implement a virtual private network,4447,1
micromechanics,9280,1
oversee development of software,6664,1
manage the operation of propulsion plant machinery,7266,1
tend vines,743,2
mechanical systems,8881,1
write reports on emergency cases,4850,1
manage security clearance,4438,1
entertain guests interactively,4332,1
drive automatic car,5692,1
use microsoft office,8887,1
develop footwear collection,8888,1
support managers,6637,1
assess risks implied in rigging operations,4442,1
install oven,5888,1
create tube hinges,4465,1
demonstrate motivation for sales,3726,1
write storylines,6120,1
create designs for pipeline engineering,4445,1
work independently in agriculture,514,2
crafting,2414,1
edit recorded sound,3499,1
administer chemicals for beverage clarification,3196,1
purchase bloodstock,3253,1
carry out evacuation of airport in an emergency,4448,1
display medical problems,5199,1
perform oil tests,1413,3
ict process quality models,4450,1
manage front operations,5629,1
manage removal of disabled aircraft,5237,1
